Entity,Code,Year,Population density,Coord_X,Coord_Y
Bulgaria,BGR,1936,58.232838,3068,2555
Bulgaria,BGR,1937,58.822624,3068,2555
Bulgaria,BGR,1938,59.418377,3068,2555
Bulgaria,BGR,1939,59.999706,3068,2555
Bulgaria,BGR,1940,60.566296,3068,2555
Bulgaria,BGR,1941,61.117805,3068,2555
Bulgaria,BGR,1942,61.653923,3068,2555
Bulgaria,BGR,1943,62.17431,3068,2555
Bulgaria,BGR,1944,62.699097,3068,2555
Bulgaria,BGR,1945,63.228306,3068,2555
Bulgaria,BGR,1946,63.761974,3068,2555
Bulgaria,BGR,1947,64.300156,3068,2555
Bulgaria,BGR,1948,64.84288,3068,2555
Bulgaria,BGR,1949,65.387,3068,2555
Bulgaria,BGR,1950,66.769196,3068,2555
Bulgaria,BGR,1951,67.37645,3068,2555
Bulgaria,BGR,1952,67.81412,3068,2555
Bulgaria,BGR,1953,68.31122,3068,2555
Bulgaria,BGR,1954,68.86715,3068,2555
Bulgaria,BGR,1955,69.39587,3068,2555
Bulgaria,BGR,1956,69.888725,3068,2555
Bulgaria,BGR,1957,70.46334,3068,2555
Bulgaria,BGR,1958,71.15728,3068,2555
Bulgaria,BGR,1959,71.795586,3068,2555
Bulgaria,BGR,1960,72.42894,3068,2555
Bulgaria,BGR,1961,73.12327,3068,2555
Bulgaria,BGR,1962,73.76827,3068,2555
Bulgaria,BGR,1963,74.37072,3068,2555
Bulgaria,BGR,1964,74.98187,3068,2555
Bulgaria,BGR,1965,75.55611,3068,2555
Bulgaria,BGR,1966,76.0753,3068,2555
Bulgaria,BGR,1967,76.557495,3068,2555
Bulgaria,BGR,1968,77.10576,3068,2555
Bulgaria,BGR,1969,77.701065,3068,2555
Bulgaria,BGR,1970,78.21278,3068,2555
Bulgaria,BGR,1971,78.65557,3068,2555
Bulgaria,BGR,1972,79.033356,3068,2555
Bulgaria,BGR,1973,79.44692,3068,2555
Bulgaria,BGR,1974,79.98075,3068,2555
Bulgaria,BGR,1975,80.35282,3068,2555
Bulgaria,BGR,1976,80.687004,3068,2555
Bulgaria,BGR,1977,81.10397,3068,2555
Bulgaria,BGR,1978,81.18728,3068,2555
Bulgaria,BGR,1979,81.29103,3068,2555
Bulgaria,BGR,1980,81.60917,3068,2555
Bulgaria,BGR,1981,81.869484,3068,2555
Bulgaria,BGR,1982,82.09918,3068,2555
Bulgaria,BGR,1983,82.28883,3068,2555
Bulgaria,BGR,1984,82.46647,3068,2555
Bulgaria,BGR,1985,82.52394,3068,2555
Bulgaria,BGR,1986,82.566536,3068,2555
Bulgaria,BGR,1987,82.6839,3068,2555
Bulgaria,BGR,1988,82.771484,3068,2555
Bulgaria,BGR,1989,82.31702,3068,2555
Bulgaria,BGR,1990,81.26676,3068,2555
Bulgaria,BGR,1991,80.100845,3068,2555
Bulgaria,BGR,1992,78.841606,3068,2555
Bulgaria,BGR,1993,77.98894,3068,2555
Bulgaria,BGR,1994,77.531975,3068,2555
Bulgaria,BGR,1995,76.98528,3068,2555
Bulgaria,BGR,1996,76.37576,3068,2555
Bulgaria,BGR,1997,75.691414,3068,2555
Bulgaria,BGR,1998,74.96446,3068,2555
Bulgaria,BGR,1999,74.31296,3068,2555
Bulgaria,BGR,2000,73.69635,3068,2555
Bulgaria,BGR,2001,73.032486,3068,2555
Bulgaria,BGR,2002,72.41987,3068,2555
Bulgaria,BGR,2003,71.889824,3068,2555
Bulgaria,BGR,2004,71.38341,3068,2555
Bulgaria,BGR,2005,70.88247,3068,2555
Bulgaria,BGR,2006,70.37807,3068,2555
Bulgaria,BGR,2007,69.88621,3068,2555
Bulgaria,BGR,2008,69.413605,3068,2555
Bulgaria,BGR,2009,68.975365,3068,2555
Bulgaria,BGR,2010,68.51089,3068,2555
Bulgaria,BGR,2011,67.98059,3068,2555
Bulgaria,BGR,2012,67.400276,3068,2555
Bulgaria,BGR,2013,66.91743,3068,2555
Bulgaria,BGR,2014,66.538376,3068,2555
Bulgaria,BGR,2015,66.11517,3068,2555
Bulgaria,BGR,2016,65.653915,3068,2555
Bulgaria,BGR,2017,65.176735,3068,2555
Bulgaria,BGR,2018,64.70788,3068,2555
Bulgaria,BGR,2019,64.25405,3068,2555
Bulgaria,BGR,2020,63.868885,3068,2555
Bulgaria,BGR,2021,63.349052,3068,2555
Bulgaria,BGR,2022,62.875984,3068,2555
Bulgaria,BGR,2023,62.599087,3068,2555
Bulgaria,BGR,2024,62.24804,3068,2555
Bulgaria,BGR,2025,61.850616,3068,2555
Bulgaria,BGR,2026,61.41865,3068,2555
Bulgaria,BGR,2027,60.95957,3068,2555
Bulgaria,BGR,2028,60.482323,3068,2555
Bulgaria,BGR,2029,59.992043,3068,2555
Bulgaria,BGR,2030,59.489574,3068,2555
Bulgaria,BGR,2031,58.982166,3068,2555
Bulgaria,BGR,2032,58.47779,3068,2555
Bulgaria,BGR,2033,57.97185,3068,2555
Bulgaria,BGR,2034,57.462757,3068,2555
Bulgaria,BGR,2035,56.95513,3068,2555
Bulgaria,BGR,2036,56.444584,3068,2555
Bulgaria,BGR,2037,55.930775,3068,2555
Bulgaria,BGR,2038,55.423637,3068,2555
Bulgaria,BGR,2039,54.920338,3068,2555
Bulgaria,BGR,2040,54.418488,3068,2555
Bulgaria,BGR,2041,53.924152,3068,2555
Bulgaria,BGR,2042,53.43901,3068,2555
Bulgaria,BGR,2043,52.962692,3068,2555
Bulgaria,BGR,2044,52.49231,3068,2555
Bulgaria,BGR,2045,52.028316,3068,2555
Bulgaria,BGR,2046,51.56937,3068,2555
Bulgaria,BGR,2047,51.111393,3068,2555
Bulgaria,BGR,2048,50.657276,3068,2555
Bulgaria,BGR,2049,50.208485,3068,2555
Bulgaria,BGR,2050,49.762012,3068,2555
Bulgaria,BGR,2051,49.319244,3068,2555
Bulgaria,BGR,2052,48.87978,3068,2555
Bulgaria,BGR,2053,48.440014,3068,2555
Bulgaria,BGR,2054,47.999622,3068,2555
Bulgaria,BGR,2055,47.560806,3068,2555
Bulgaria,BGR,2056,47.12429,3068,2555
Bulgaria,BGR,2057,46.689526,3068,2555
Bulgaria,BGR,2058,46.255924,3068,2555
Bulgaria,BGR,2059,45.819473,3068,2555
Bulgaria,BGR,2060,45.379044,3068,2555
Bulgaria,BGR,2061,44.93785,3068,2555
Bulgaria,BGR,2062,44.499557,3068,2555
Bulgaria,BGR,2063,44.063614,3068,2555
Bulgaria,BGR,2064,43.628105,3068,2555
Bulgaria,BGR,2065,43.194527,3068,2555
Bulgaria,BGR,2066,42.764996,3068,2555
Bulgaria,BGR,2067,42.34182,3068,2555
Bulgaria,BGR,2068,41.926834,3068,2555
Bulgaria,BGR,2069,41.519493,3068,2555
Bulgaria,BGR,2070,41.117004,3068,2555
Bulgaria,BGR,2071,40.721657,3068,2555
Bulgaria,BGR,2072,40.335125,3068,2555
Bulgaria,BGR,2073,39.955418,3068,2555
Bulgaria,BGR,2074,39.581486,3068,2555
Bulgaria,BGR,2075,39.218468,3068,2555
Bulgaria,BGR,2076,38.86849,3068,2555
Bulgaria,BGR,2077,38.526955,3068,2555
Bulgaria,BGR,2078,38.193607,3068,2555
Bulgaria,BGR,2079,37.86809,3068,2555
Bulgaria,BGR,2080,37.54976,3068,2555
Bulgaria,BGR,2081,37.244987,3068,2555
Bulgaria,BGR,2082,36.951714,3068,2555
Bulgaria,BGR,2083,36.66635,3068,2555
Bulgaria,BGR,2084,36.388504,3068,2555
Bulgaria,BGR,2085,36.1174,3068,2555
Bulgaria,BGR,2086,35.854515,3068,2555
Bulgaria,BGR,2087,35.599613,3068,2555
Bulgaria,BGR,2088,35.352303,3068,2555
Bulgaria,BGR,2089,35.1105,3068,2555
Bulgaria,BGR,2090,34.872974,3068,2555
Bulgaria,BGR,2091,34.63832,3068,2555
Bulgaria,BGR,2092,34.40456,3068,2555
Bulgaria,BGR,2093,34.171078,3068,2555
Bulgaria,BGR,2094,33.937824,3068,2555
Bulgaria,BGR,2095,33.705196,3068,2555
Bulgaria,BGR,2096,33.471207,3068,2555
Bulgaria,BGR,2097,33.235325,3068,2555
Bulgaria,BGR,2098,33.00034,3068,2555
Bulgaria,BGR,2099,32.76461,3068,2555
Bulgaria,BGR,2100,32.527157,3068,2555
Croatia,HRV,1900,44.551556,2530,2484
Croatia,HRV,1901,44.94998,2530,2484
Croatia,HRV,1902,45.351982,2530,2484
Croatia,HRV,1903,45.757576,2530,2484
Croatia,HRV,1904,46.166798,2530,2484
Croatia,HRV,1905,46.57968,2530,2484
Croatia,HRV,1906,46.996246,2530,2484
Croatia,HRV,1907,47.416546,2530,2484
Croatia,HRV,1908,47.8406,2530,2484
Croatia,HRV,1909,48.26846,2530,2484
Croatia,HRV,1910,48.700127,2530,2484
Croatia,HRV,1911,49.13565,2530,2484
Croatia,HRV,1912,49.575073,2530,2484
Croatia,HRV,1913,50.018425,2530,2484
Croatia,HRV,1914,50.465744,2530,2484
Croatia,HRV,1915,50.917065,2530,2484
Croatia,HRV,1916,51.372425,2530,2484
Croatia,HRV,1917,51.831844,2530,2484
Croatia,HRV,1918,52.28815,2530,2484
Croatia,HRV,1919,52.74848,2530,2484
Croatia,HRV,1920,53.212868,2530,2484
Croatia,HRV,1921,53.681343,2530,2484
Croatia,HRV,1922,54.15393,2530,2484
Croatia,HRV,1923,54.630684,2530,2484
Croatia,HRV,1924,55.111652,2530,2484
Croatia,HRV,1925,55.596836,2530,2484
Croatia,HRV,1926,56.086292,2530,2484
Croatia,HRV,1927,56.58006,2530,2484
Croatia,HRV,1928,57.078163,2530,2484
Croatia,HRV,1929,57.580666,2530,2484
Croatia,HRV,1930,58.087597,2530,2484
Croatia,HRV,1931,58.59898,2530,2484
Croatia,HRV,1932,59.11487,2530,2484
Croatia,HRV,1933,59.635292,2530,2484
Croatia,HRV,1934,60.160313,2530,2484
Croatia,HRV,1935,60.689938,2530,2484
Croatia,HRV,1936,61.22425,2530,2484
Croatia,HRV,1937,61.76324,2530,2484
Croatia,HRV,1938,62.306988,2530,2484
Croatia,HRV,1939,62.855522,2530,2484
Croatia,HRV,1940,63.408882,2530,2484
Croatia,HRV,1941,63.96712,2530,2484
Croatia,HRV,1942,64.53027,2530,2484
Croatia,HRV,1943,65.09837,2530,2484
Croatia,HRV,1944,65.67148,2530,2484
Croatia,HRV,1945,66.249626,2530,2484
Croatia,HRV,1946,66.83288,2530,2484
Croatia,HRV,1947,67.42125,2530,2484
Croatia,HRV,1948,68.01482,2530,2484
Croatia,HRV,1949,68.56185,2530,2484
Croatia,HRV,1950,69.06605,2530,2484
Croatia,HRV,1951,69.90039,2530,2484
Croatia,HRV,1952,70.717636,2530,2484
Croatia,HRV,1953,71.58824,2530,2484
Croatia,HRV,1954,72.33872,2530,2484
Croatia,HRV,1955,72.92139,2530,2484
Croatia,HRV,1956,73.44688,2530,2484
Croatia,HRV,1957,73.92164,2530,2484
Croatia,HRV,1958,74.350426,2530,2484
Croatia,HRV,1959,74.7326,2530,2484
Croatia,HRV,1960,75.057526,2530,2484
Croatia,HRV,1961,75.47139,2530,2484
Croatia,HRV,1962,76.03583,2530,2484
Croatia,HRV,1963,76.612274,2530,2484
Croatia,HRV,1964,77.15695,2530,2484
Croatia,HRV,1965,77.674355,2530,2484
Croatia,HRV,1966,78.16748,2530,2484
Croatia,HRV,1967,78.63163,2530,2484
Croatia,HRV,1968,79.05259,2530,2484
Croatia,HRV,1969,79.42105,2530,2484
Croatia,HRV,1970,79.74671,2530,2484
Croatia,HRV,1971,80.05931,2530,2484
Croatia,HRV,1972,80.375786,2530,2484
Croatia,HRV,1973,80.69535,2530,2484
Croatia,HRV,1974,81.0203,2530,2484
Croatia,HRV,1975,81.35584,2530,2484
Croatia,HRV,1976,81.69584,2530,2484
Croatia,HRV,1977,82.03336,2530,2484
Croatia,HRV,1978,82.36179,2530,2484
Croatia,HRV,1979,82.682274,2530,2484
Croatia,HRV,1980,82.98521,2530,2484
Croatia,HRV,1981,83.34912,2530,2484
Croatia,HRV,1982,83.7938,2530,2484
Croatia,HRV,1983,84.2178,2530,2484
Croatia,HRV,1984,84.60384,2530,2484
Croatia,HRV,1985,84.96251,2530,2484
Croatia,HRV,1986,85.29321,2530,2484
Croatia,HRV,1987,85.599625,2530,2484
Croatia,HRV,1988,85.88259,2530,2484
Croatia,HRV,1989,86.1451,2530,2484
Croatia,HRV,1990,86.40148,2530,2484
Croatia,HRV,1991,86.224304,2530,2484
Croatia,HRV,1992,85.457306,2530,2484
Croatia,HRV,1993,84.51914,2530,2484
Croatia,HRV,1994,83.55016,2530,2484
Croatia,HRV,1995,82.546715,2530,2484
Croatia,HRV,1996,81.52679,2530,2484
Croatia,HRV,1997,80.49634,2530,2484
Croatia,HRV,1998,79.442856,2530,2484
Croatia,HRV,1999,78.37332,2530,2484
Croatia,HRV,2000,77.30622,2530,2484
Croatia,HRV,2001,76.859024,2530,2484
Croatia,HRV,2002,76.94298,2530,2484
Croatia,HRV,2003,76.95918,2530,2484
Croatia,HRV,2004,77.01953,2530,2484
Croatia,HRV,2005,77.08901,2530,2484
Croatia,HRV,2006,77.12207,2530,2484
Croatia,HRV,2007,77.124855,2530,2484
Croatia,HRV,2008,77.10134,2530,2484
Croatia,HRV,2009,77.028076,2530,2484
Croatia,HRV,2010,76.8604,2530,2484
Croatia,HRV,2011,76.49718,2530,2484
Croatia,HRV,2012,76.11117,2530,2484
Croatia,HRV,2013,75.810455,2530,2484
Croatia,HRV,2014,75.400986,2530,2484
Croatia,HRV,2015,74.76199,2530,2484
Croatia,HRV,2016,73.91687,2530,2484
Croatia,HRV,2017,72.894066,2530,2484
Croatia,HRV,2018,71.92316,2530,2484
Croatia,HRV,2019,71.234665,2530,2484
Croatia,HRV,2020,70.65579,2530,2484
Croatia,HRV,2021,70.131485,2530,2484
Croatia,HRV,2022,69.81751,2530,2484
Croatia,HRV,2023,69.620674,2530,2484
Croatia,HRV,2024,69.25084,2530,2484
Croatia,HRV,2025,68.76535,2530,2484
Croatia,HRV,2026,68.30413,2530,2484
Croatia,HRV,2027,67.85736,2530,2484
Croatia,HRV,2028,67.42748,2530,2484
Croatia,HRV,2029,67.004036,2530,2484
Croatia,HRV,2030,66.57823,2530,2484
Croatia,HRV,2031,66.147804,2530,2484
Croatia,HRV,2032,65.71483,2530,2484
Croatia,HRV,2033,65.2915,2530,2484
Croatia,HRV,2034,64.87182,2530,2484
Croatia,HRV,2035,64.45983,2530,2484
Croatia,HRV,2036,64.05136,2530,2484
Croatia,HRV,2037,63.629448,2530,2484
Croatia,HRV,2038,63.19807,2530,2484
Croatia,HRV,2039,62.76726,2530,2484
Croatia,HRV,2040,62.334793,2530,2484
Croatia,HRV,2041,61.89646,2530,2484
Croatia,HRV,2042,61.452698,2530,2484
Croatia,HRV,2043,61.006557,2530,2484
Croatia,HRV,2044,60.552536,2530,2484
Croatia,HRV,2045,60.09498,2530,2484
Croatia,HRV,2046,59.640118,2530,2484
Croatia,HRV,2047,59.182114,2530,2484
Croatia,HRV,2048,58.719658,2530,2484
Croatia,HRV,2049,58.25729,2530,2484
Croatia,HRV,2050,57.793156,2530,2484
Croatia,HRV,2051,57.32986,2530,2484
Croatia,HRV,2052,56.87189,2530,2484
Croatia,HRV,2053,56.41474,2530,2484
Croatia,HRV,2054,55.958076,2530,2484
Croatia,HRV,2055,55.502396,2530,2484
Croatia,HRV,2056,55.043137,2530,2484
Croatia,HRV,2057,54.58488,2530,2484
Croatia,HRV,2058,54.1292,2530,2484
Croatia,HRV,2059,53.673927,2530,2484
Croatia,HRV,2060,53.219532,2530,2484
Croatia,HRV,2061,52.765602,2530,2484
Croatia,HRV,2062,52.314438,2530,2484
Croatia,HRV,2063,51.867065,2530,2484
Croatia,HRV,2064,51.42902,2530,2484
Croatia,HRV,2065,50.996998,2530,2484
Croatia,HRV,2066,50.56399,2530,2484
Croatia,HRV,2067,50.134132,2530,2484
Croatia,HRV,2068,49.70779,2530,2484
Croatia,HRV,2069,49.286865,2530,2484
Croatia,HRV,2070,48.880398,2530,2484
Croatia,HRV,2071,48.480595,2530,2484
Croatia,HRV,2072,48.077824,2530,2484
Croatia,HRV,2073,47.67886,2530,2484
Croatia,HRV,2074,47.287365,2530,2484
Croatia,HRV,2075,46.896873,2530,2484
Croatia,HRV,2076,46.50747,2530,2484
Croatia,HRV,2077,46.121857,2530,2484
Croatia,HRV,2078,45.7418,2530,2484
Croatia,HRV,2079,45.36812,2530,2484
Croatia,HRV,2080,44.9998,2530,2484
Croatia,HRV,2081,44.6384,2530,2484
Croatia,HRV,2082,44.281307,2530,2484
Croatia,HRV,2083,43.92702,2530,2484
Croatia,HRV,2084,43.57602,2530,2484
Croatia,HRV,2085,43.22861,2530,2484
Croatia,HRV,2086,42.88665,2530,2484
Croatia,HRV,2087,42.549,2530,2484
Croatia,HRV,2088,42.210365,2530,2484
Croatia,HRV,2089,41.871265,2530,2484
Croatia,HRV,2090,41.53815,2530,2484
Croatia,HRV,2091,41.20779,2530,2484
Croatia,HRV,2092,40.875053,2530,2484
Croatia,HRV,2093,40.543888,2530,2484
Croatia,HRV,2094,40.212563,2530,2484
Croatia,HRV,2095,39.881058,2530,2484
Croatia,HRV,2096,39.551197,2530,2484
Croatia,HRV,2097,39.225716,2530,2484
Croatia,HRV,2098,38.903664,2530,2484
Croatia,HRV,2099,38.583256,2530,2484
Croatia,HRV,2100,38.266243,2530,2484
Czechia,CZE,1900,120.92737,2471,2087
Czechia,CZE,1901,121.84721,2471,2087
Czechia,CZE,1902,122.754105,2471,2087
Czechia,CZE,1903,123.660995,2471,2087
Czechia,CZE,1904,124.56789,2471,2087
Czechia,CZE,1905,125.47477,2471,2087
Czechia,CZE,1906,126.368706,2471,2087
Czechia,CZE,1907,127.28855,2471,2087
Czechia,CZE,1908,128.19545,2471,2087
Czechia,CZE,1909,129.10234,2471,2087
Czechia,CZE,1910,130.02219,2471,2087
Czechia,CZE,1911,130.83838,2471,2087
Czechia,CZE,1912,131.58981,2471,2087
Czechia,CZE,1913,132.41896,2471,2087
Czechia,CZE,1914,133.22221,2471,2087
Czechia,CZE,1915,133.26108,2471,2087
Czechia,CZE,1916,132.43192,2471,2087
Czechia,CZE,1917,131.2141,2471,2087
Czechia,CZE,1918,129.6076,2471,2087
Czechia,CZE,1919,128.54524,2471,2087
Czechia,CZE,1920,129.27075,2471,2087
Czechia,CZE,1921,129.5817,2471,2087
Czechia,CZE,1922,131.01976,2471,2087
Czechia,CZE,1923,132.12099,2471,2087
Czechia,CZE,1924,133.15742,2471,2087
Czechia,CZE,1925,134.34935,2471,2087
Czechia,CZE,1926,135.2951,2471,2087
Czechia,CZE,1927,135.98175,2471,2087
Czechia,CZE,1928,136.6684,2471,2087
Czechia,CZE,1929,137.30322,2471,2087
Czechia,CZE,1930,137.95099,2471,2087
Czechia,CZE,1931,138.65059,2471,2087
Czechia,CZE,1932,139.27246,2471,2087
Czechia,CZE,1933,139.80365,2471,2087
Czechia,CZE,1934,140.2571,2471,2087
Czechia,CZE,1935,140.60689,2471,2087
Czechia,CZE,1936,140.866,2471,2087
Czechia,CZE,1937,141.07329,2471,2087
Czechia,CZE,1938,140.91782,2471,2087
Czechia,CZE,1939,143.88464,2471,2087
Czechia,CZE,1940,144.58424,2471,2087
Czechia,CZE,1941,144.18263,2471,2087
Czechia,CZE,1942,143.21095,2471,2087
Czechia,CZE,1943,142.9648,2471,2087
Czechia,CZE,1944,143.92352,2471,2087
Czechia,CZE,1945,138.534,2471,2087
Czechia,CZE,1946,123.37597,2471,2087
Czechia,CZE,1947,113.55564,2471,2087
Czechia,CZE,1948,114.37651,2471,2087
Czechia,CZE,1949,114.898186,2471,2087
Czechia,CZE,1950,115.52054,2471,2087
Czechia,CZE,1951,116.56381,2471,2087
Czechia,CZE,1952,117.599945,2471,2087
Czechia,CZE,1953,118.57656,2471,2087
Czechia,CZE,1954,119.46512,2471,2087
Czechia,CZE,1955,120.34925,2471,2087
Czechia,CZE,1956,121.238,2471,2087
Czechia,CZE,1957,122.02768,2471,2087
Czechia,CZE,1958,122.684845,2471,2087
Czechia,CZE,1959,123.18608,2471,2087
Czechia,CZE,1960,123.61636,2471,2087
Czechia,CZE,1961,124.02818,2471,2087
Czechia,CZE,1962,124.340034,2471,2087
Czechia,CZE,1963,124.72699,2471,2087
Czechia,CZE,1964,125.26359,2471,2087
Czechia,CZE,1965,125.75723,2471,2087
Czechia,CZE,1966,126.13801,2471,2087
Czechia,CZE,1967,126.43265,2471,2087
Czechia,CZE,1968,126.64162,2471,2087
Czechia,CZE,1969,126.80593,2471,2087
Czechia,CZE,1970,126.980286,2471,2087
Czechia,CZE,1971,127.25919,2471,2087
Czechia,CZE,1972,127.716415,2471,2087
Czechia,CZE,1973,128.34009,2471,2087
Czechia,CZE,1974,129.11417,2471,2087
Czechia,CZE,1975,129.95401,2471,2087
Czechia,CZE,1976,130.75931,2471,2087
Czechia,CZE,1977,131.49026,2471,2087
Czechia,CZE,1978,132.15598,2471,2087
Czechia,CZE,1979,132.74419,2471,2087
Czechia,CZE,1980,133.1231,2471,2087
Czechia,CZE,1981,133.30605,2471,2087
Czechia,CZE,1982,133.42906,2471,2087
Czechia,CZE,1983,133.47998,2471,2087
Czechia,CZE,1984,133.4913,2471,2087
Czechia,CZE,1985,133.50836,2471,2087
Czechia,CZE,1986,133.49846,2471,2087
Czechia,CZE,1987,133.48618,2471,2087
Czechia,CZE,1988,133.51234,2471,2087
Czechia,CZE,1989,133.51451,2471,2087
Czechia,CZE,1990,133.46754,2471,2087
Czechia,CZE,1991,133.49898,2471,2087
Czechia,CZE,1992,133.60321,2471,2087
Czechia,CZE,1993,133.70615,2471,2087
Czechia,CZE,1994,133.73119,2471,2087
Czechia,CZE,1995,133.59766,2471,2087
Czechia,CZE,1996,133.39177,2471,2087
Czechia,CZE,1997,133.18329,2471,2087
Czechia,CZE,1998,132.99394,2471,2087
Czechia,CZE,1999,132.81197,2471,2087
Czechia,CZE,2000,132.62305,2471,2087
Czechia,CZE,2001,132.56013,2471,2087
Czechia,CZE,2002,132.65768,2471,2087
Czechia,CZE,2003,132.7798,2471,2087
Czechia,CZE,2004,132.9425,2471,2087
Czechia,CZE,2005,133.18468,2471,2087
Czechia,CZE,2006,133.5013,2471,2087
Czechia,CZE,2007,133.92813,2471,2087
Czechia,CZE,2008,134.4562,2471,2087
Czechia,CZE,2009,135.00919,2471,2087
Czechia,CZE,2010,135.56693,2471,2087
Czechia,CZE,2011,135.97469,2471,2087
Czechia,CZE,2012,136.12798,2471,2087
Czechia,CZE,2013,136.1776,2471,2087
Czechia,CZE,2014,136.25609,2471,2087
Czechia,CZE,2015,136.34926,2471,2087
Czechia,CZE,2016,136.4468,2471,2087
Czechia,CZE,2017,136.56865,2471,2087
Czechia,CZE,2018,136.66681,2471,2087
Czechia,CZE,2019,136.74377,2471,2087
Czechia,CZE,2020,136.68242,2471,2087
Czechia,CZE,2021,136.43025,2471,2087
Czechia,CZE,2022,138.27707,2471,2087
Czechia,CZE,2023,140.04558,2471,2087
Czechia,CZE,2024,139.0886,2471,2087
Czechia,CZE,2025,137.44809,2471,2087
Czechia,CZE,2026,136.3929,2471,2087
Czechia,CZE,2027,136.10692,2471,2087
Czechia,CZE,2028,135.7877,2471,2087
Czechia,CZE,2029,135.43556,2471,2087
Czechia,CZE,2030,135.06244,2471,2087
Czechia,CZE,2031,134.67198,2471,2087
Czechia,CZE,2032,134.26573,2471,2087
Czechia,CZE,2033,133.84865,2471,2087
Czechia,CZE,2034,133.42622,2471,2087
Czechia,CZE,2035,133.00078,2471,2087
Czechia,CZE,2036,132.57858,2471,2087
Czechia,CZE,2037,132.15875,2471,2087
Czechia,CZE,2038,131.74457,2471,2087
Czechia,CZE,2039,131.33951,2471,2087
Czechia,CZE,2040,130.94429,2471,2087
Czechia,CZE,2041,130.55885,2471,2087
Czechia,CZE,2042,130.18152,2471,2087
Czechia,CZE,2043,129.81552,2471,2087
Czechia,CZE,2044,129.4572,2471,2087
Czechia,CZE,2045,129.10292,2471,2087
Czechia,CZE,2046,128.74678,2471,2087
Czechia,CZE,2047,128.38998,2471,2087
Czechia,CZE,2048,128.03204,2471,2087
Czechia,CZE,2049,127.67008,2471,2087
Czechia,CZE,2050,127.29499,2471,2087
Czechia,CZE,2051,126.90328,2471,2087
Czechia,CZE,2052,126.49781,2471,2087
Czechia,CZE,2053,126.07287,2471,2087
Czechia,CZE,2054,125.62273,2471,2087
Czechia,CZE,2055,125.14909,2471,2087
Czechia,CZE,2056,124.65243,2471,2087
Czechia,CZE,2057,124.13044,2471,2087
Czechia,CZE,2058,123.58808,2471,2087
Czechia,CZE,2059,123.02709,2471,2087
Czechia,CZE,2060,122.445656,2471,2087
Czechia,CZE,2061,121.84345,2471,2087
Czechia,CZE,2062,121.22423,2471,2087
Czechia,CZE,2063,120.59175,2471,2087
Czechia,CZE,2064,119.95229,2471,2087
Czechia,CZE,2065,119.30859,2471,2087
Czechia,CZE,2066,118.66651,2471,2087
Czechia,CZE,2067,118.03819,2471,2087
Czechia,CZE,2068,117.42513,2471,2087
Czechia,CZE,2069,116.82708,2471,2087
Czechia,CZE,2070,116.24633,2471,2087
Czechia,CZE,2071,115.68751,2471,2087
Czechia,CZE,2072,115.1528,2471,2087
Czechia,CZE,2073,114.64343,2471,2087
Czechia,CZE,2074,114.16167,2471,2087
Czechia,CZE,2075,113.70514,2471,2087
Czechia,CZE,2076,113.27606,2471,2087
Czechia,CZE,2077,112.87349,2471,2087
Czechia,CZE,2078,112.48997,2471,2087
Czechia,CZE,2079,112.123764,2471,2087
Czechia,CZE,2080,111.77641,2471,2087
Czechia,CZE,2081,111.44799,2471,2087
Czechia,CZE,2082,111.13635,2471,2087
Czechia,CZE,2083,110.842964,2471,2087
Czechia,CZE,2084,110.563614,2471,2087
Czechia,CZE,2085,110.29472,2471,2087
Czechia,CZE,2086,110.03236,2471,2087
Czechia,CZE,2087,109.77724,2471,2087
Czechia,CZE,2088,109.535034,2471,2087
Czechia,CZE,2089,109.30003,2471,2087
Czechia,CZE,2090,109.06564,2471,2087
Czechia,CZE,2091,108.83613,2471,2087
Czechia,CZE,2092,108.6092,2471,2087
Czechia,CZE,2093,108.37906,2471,2087
Czechia,CZE,2094,108.143776,2471,2087
Czechia,CZE,2095,107.9039,2471,2087
Czechia,CZE,2096,107.65628,2471,2087
Czechia,CZE,2097,107.40349,2471,2087
Czechia,CZE,2098,107.14653,2471,2087
Czechia,CZE,2099,106.87911,2471,2087
Czechia,CZE,2100,106.598755,2471,2087
Denmark,DNK,1900,64.13332,2199,1631
Denmark,DNK,1901,64.876175,2199,1631
Denmark,DNK,1902,65.638,2199,1631
Denmark,DNK,1903,66.41913,2199,1631
Denmark,DNK,1904,67.20955,2199,1631
Denmark,DNK,1905,68.00938,2199,1631
Denmark,DNK,1906,68.818726,2199,1631
Denmark,DNK,1907,69.6377,2199,1631
Denmark,DNK,1908,70.46642,2199,1631
Denmark,DNK,1909,71.304474,2199,1631
Denmark,DNK,1910,72.1519,2199,1631
Denmark,DNK,1911,73.00887,2199,1631
Denmark,DNK,1912,73.87545,2199,1631
Denmark,DNK,1913,74.75175,2199,1631
Denmark,DNK,1914,75.63847,2199,1631
Denmark,DNK,1915,76.5357,2199,1631
Denmark,DNK,1916,77.44355,2199,1631
Denmark,DNK,1917,78.3622,2199,1631
Denmark,DNK,1918,79.29,2199,1631
Denmark,DNK,1919,80.18092,2199,1631
Denmark,DNK,1920,81.03405,2199,1631
Denmark,DNK,1921,81.8485,2199,1631
Denmark,DNK,1922,82.62343,2199,1631
Denmark,DNK,1923,83.3579,2199,1631
Denmark,DNK,1924,84.0989,2199,1631
Denmark,DNK,1925,84.8465,2199,1631
